nombre;descripcion;estrellas;ciudad;pais;lat;lon;chef;tipo_cocina_1
Lamm Rosswag;Enjoy creative cuisine at this restaurant which is run by;1;Vaihingen an der Enz;Germany;48.936683;8.916984;Steffen Ruggaber;Modern Cuisine
Le Gourmet;The restaurant has real charm thanks to stylish historical details;1;Heidelberg;Germany;49.4167684;8.7149494;Mario Sauer;Modern Cuisine
NeoBiota;A great twofold concept: modern and appealingly uncomplicated. A delicious;1;Cologne;Germany;50.9378181;6.9426965;Erik Scheffler;Modern Cuisine
Ostseelounge;Set on the fourth floor, this elegant modern restaurant boasts;1;Dierhagen;Germany;54.2879337;12.3245779;Pierre Nippkow;Modern Cuisine
PAVO im Burghotel Falkenstein;"This restaurant proposes a ""sharing experience"" at an altitude of";1;Pfronten;Germany;47.5702434;10.5917274;Simon Schlachter;Modern Cuisine
Ratsstuben;The seasonal cuisine served here is ambitious and modern, drawing;1;Haltern am See;Germany;51.7434765;7.1874241;Daniel Georgiev;Modern Cuisine
Restaurant Urgestein;The emphasis here is on creativity and ingredient quality. The;1;Neustadt an der Weinstraße;Germany;49.3540401;8.1354849;Hedi Rink;Modern Cuisine
Roter Hahn;Maximilian Schmidt is now the third generation at the helm;1;Regensburg;Germany;49.0189139;12.0934977;Maximilian Schmidt;Modern Cuisine
SEO Küchenhandwerk;The small restaurant in the SeeVital Hotel Schiff exudes a;1;Langenargen;Germany;47.5970584;9.5393481;Roland Pieber;Modern Cuisine
Schote;In Essen's city centre, Nelson Müller proposes a successful;1;Essen;Germany;51.437828;7.0052911;Nelson Müller;Modern Cuisine
Schwarzreiter;Chic and upmarket without being overly formal, Schwarzreiter is this;1;Munich;Germany;48.1389131;11.581792;Hannes Reckziegel;Modern Cuisine
Seesteg;This is the attractive and tasteful restaurant located in the;1;Norderney;Germany;53.7075465;7.1389104;Markus Kebschull;Modern Cuisine
Setzkasten;This gastronomic concept remains quite a novelty. In the basement;1;Düsseldorf;Germany;51.2195261;6.782331;Anton Pahl;Modern Cuisine
Sparkling Bistro;The attractive, friendly bistro is tucked away in the Amalienpassage;1;Munich;Germany;48.1519723;11.5779835;Jürgen Wolfsgruber;Modern Cuisine
Speisemeisterei;Here the ambience, food and service are all guaranteed to;1;Stuttgart;Germany;48.7128772;9.2135508;Stefan Gschwendtner;Modern Cuisine
THE IZAKAYA;"This trendy, casual eatery could be described as a ""Japanese";1;Wachenheim an der Weinstraße;Germany;49.4388611;8.1815757;Benjamin Peifer;Modern Cuisine
VILLINO;A stylish, airy, bright restaurant with an orangery feel and;1;Lindau;Germany;47.567314;9.673153;Toni Neumann;Modern Cuisine
Weinschänke Schloss Groenesteyn;This cosy and rustic-style former tavern housed in a;1;Kiedrich;Germany;50.0422126;8.0810284;Dirk Schröer;Modern Cuisine
Weinsinn;You’ll need to ring the bell to gain access;1;Frankfurt on the Main;Germany;50.1077083;8.6706931;Jochim Busch;Modern Cuisine
Zur Post;The restaurant in this traditional-style hotel is bright, modern;1;Odenthal;Germany;51.0324091;7.1150119;Alejandro Wilbrand;Modern Cuisine
der Schneider;The recently established restaurant in the Hotel Ambiente is modern;1;Dortmund;Germany;51.5125729;7.5329432;Phillip Schneider;Modern Cuisine
kochZIMMER in der Gaststätte zur Ratswaage;The Ratswaage is really stylish - historical on the outside, minimalist;1;Potsdam;Germany;52.3960758;13.0575786;David Schubert;Modern Cuisine
maiBeck;maiBeck offers uncomplicated, top-class cuisine at genuinely reasonable prices;1;Cologne;Germany;50.9403502;6.9617559;Jan C. Maier;Modern Cuisine
s'Äpfle;This is the culinary centrepiece of the picturesque Villa Linde;1;Bodman-Ludwigshafen;Germany;47.8005011;9.0369238;Kevin Leitner;Modern Cuisine
sein;Located in a quiet residential street, the interior of this;1;Karlsruhe;Germany;49.0062467;8.3818104;Thorsten Bender;Modern Cuisine
temporaire - Köhlerstube;After the fire in early 2020, the Köhlerstube can now;1;Baiersbronn;Germany;48.5360638;8.3592392;Florian Stolte;Modern Cuisine
100/200 Kitchen;100/200 promises industrial chic in an urban loft-style;1;Hamburg;Germany;53.5374323;10.0285764;Thomas Imbusch;Creative
1876 Daniel Dal-Ben;At Daniel Dal-Ben's restaurant, it's a modern;1;Düsseldorf;Germany;51.2435618;6.8020549;Daniel Dal-Ben;Creative
Ahlmanns;Housed in an elegant former banker’s mansion dating back;1;Kiel;Germany;54.3387107;10.1513168;Arne Linke;Creative
Anima;This restaurant is located in a residential and shopping complex;1;Tuttlingen;Germany;47.9863428;8.82098;Heiko Lacher;Creative
Aubergine;The chic, glazed winter garden with its lovely light interior;1;Starnberg;Germany;48.0017757;11.3498541;Maximilian Moser;Creative
BECKER'S;Chef Wolfgang Becker indulges his guests with a set menu;1;Trier;Germany;49.7420816;6.6678518;Wolfgang Becker;Creative
Bachofer;Bernd Bachofer's highly individual, modern cuisine is peppered with;1;Waiblingen;Germany;48.83256;9.316694;Bernd Bachofer;Creative
BjörnsOX;Björn Leist, formerly a Michelin-starred chef at Hilders, remains;1;Dermbach;Germany;50.7161353;10.1198493;Björn Leist;Creative
Clostermanns Le Gourmet;This is a tastefully furnished and elegant restaurant accessed from;1;Niederkassel;Germany;50.8194062;7.0665535;Thomas Gilles;Creative
Cordo;Highly sophisticated yet unpretentious, from the trendy yet cosy interior;1;Berlin;Germany;52.5257173;13.3988326;Yannick Stockhausen;Creative
Der Zauberlehrling;Der Zauberlehrling is a lovely, bright little restaurant with a;1;Stuttgart;Germany;48.7740561;9.1843343;Fabian Heldmann;Creative
Délice;Set in an attractive, barrel-vaulted room, Délice is chic;1;Stuttgart;Germany;48.7702819;9.1762495;Andreas Hettinger;Creative
Frieda;Pleasant, refreshing, unpretentious. In this nicely uncomplicated bistro atmosphere, the;1;Leipzig;Germany;51.3594485;12.3624098;Lisa Angermann;Creative
GOLVET;GOLVET offers an impressive view over Potsdamer Platz, a stylish;1;Berlin;Germany;52.5055114;13.3676288;;Creative
Genuss-Apotheke;Fresh, modern design that works! Diners sit at beautifully laid;1;Bad Säckingen;Germany;47.551733;7.9480494;Raimar Pilz;Creative
Gutshaus Stolpe;This beautiful estate with its carefully restored historical manor house;1;Stolpe;Germany;53.8723473;13.5625158;Kai Weigand;Creative
KAI3;"This restaurant serves ""Nordic Fusion"" cuisine which expertly and harmoniously";1;Hörnum;Germany;54.7611439;8.2962752;Felix Gabel;Creative
KUNO 1408;This restaurant has a long tradition dating back over 600;1;Würzburg;Germany;49.7904688;9.9305144;Daniel Schröder;Creative
L.A. Jordan;Both the dining rooms here – one elegant, the other a;1;Deidesheim;Germany;49.4078848;8.1853374;Daniel Schimkowitsch;Creative
LOUIS restaurant;Thanks to the warm colours, herringbone parquet flooring and high;1;Saarlouis;Germany;49.3172819;6.7552911;Martin Stopp;Creative
La Vallée Verte;The hotel’s culinary flagship, this little restaurant is smart;1;Herleshausen;Germany;51.0410088;10.0801288;Peter Niemann;Creative
Leos by Stephan Brandl;This little restaurant has been beautifully decorated in high-quality;1;Bad Kötzing;Germany;49.2157489;12.829388;Stephan Brandl;Creative
Nobelhart & Schmutzig;This ‘food bar’ offers its own special mix of trendy;1;Berlin;Germany;52.5051559;13.3906005;Micha Schäfer;Creative
Oben;Boasting an idyllic setting among woods and meadows in the;1;Heidelberg;Germany;49.38722;8.7356572;Robert Rädel;Creative
Philipp Soldan;This smart cellar restaurant is pleasantly laid back, and the;1;Frankenberg;Germany;51.0592063;8.8016187;Erik Arnecke;Creative
Pietsch;An interesting modern gastronomic concept! In this trendy urban bar;1;Wernigerode;Germany;51.8352945;10.7890106;Robin Pietsch;Creative
Pottkind;This small restaurant is synonymous with ambitious, relaxed and unpretentious;1;Cologne;Germany;50.9194296;6.9610124;Enrico Sablotny;Creative
REISERS am Stein;An incredible location high above Würzburg for a trendy wine;1;Würzburg;Germany;49.8054104;9.9285339;Bernhard Reiser;Creative
Rüssel's Landhaus;Ruth and Harald Rüsel could hardly have found a more;1;Naurath/Wald;Germany;49.7681263;6.8920066;Harald Rüssel;Creative
Sankt Benedikt;Maximilian Kreus is the second generation of his family to;1;Aachen;Germany;50.7283554;6.1833094;Maximilian Kreus;Creative
Schattbuch;It’s more than just the name that has changed;1;Amtzell;Germany;47.6950322;9.757391;;Creative
Schlossberg;The gourmet restaurant in the Hotel Sackmann has a really;1;Baiersbronn;Germany;48.5973809;8.3838147;Jörg Sackmann;Creative
Showroom;A winning formula of a laid-back atmosphere coupled with;1;Munich;Germany;48.130492;11.587331;Dominik Käppeler;Creative
SoulFood;The genial owners have hit upon a winning formula: culinary;1;Auerbach in der Oberpfalz;Germany;49.6928856;11.6303119;Michael Laus;Creative
Sterneck;This elegant little restaurant offers elaborate food prepared from excellent;1;Cuxhaven;Germany;53.886445;8.645506;Marc Rennhack;Creative
The O'ROOM;"Absolutely in keeping with the spirit of the times: ""casual";1;Heringsdorf;Germany;53.9569629;14.1675151;André Kähler;Creative
Ursprung;This small restaurant with an almost intimate atmosphere has been;1;Königsbronn;Germany;48.7296752;10.0651509;Andreas Widmann;Creative
Weinstock;Enjoy creative cuisine in this restaurant on the first floor;1;Volkach;Germany;49.8649712;10.2267305;Cornelia Fischer;Creative
Zeitwerk;Young, fresh and creative are the best adjectives to describe;1;Wernigerode;Germany;51.8345337;10.7896325;Robin Pietsch;Creative
einsunternull;Silvio Pfeufer, a real talent of Berlin's restaurant scene;1;Berlin;Germany;52.5271542;13.3860308;Silvio Pfeufer;Creative
ferment;In this elegant restaurant you can look forward to a;1;Münster;Germany;51.9527073;7.5538075;Laurin Kux;Creative
freustil;Come here to discover the finest and most creative cuisine;1;Ostseebad Binz;Germany;54.4012638;13.6117968;Ralf Haug;Creative
mural;This restaurant is located in MUCA, the Museum of Urban;1;Munich;Germany;48.1365989;11.5702579;Joshua Leise;Creative
Nova;This small, almost intimate restaurant would not necessarily be what;1;Herrenberg;Germany;48.5757434;8.8868981;David Höller;Creative
zeit|geist;Outside it's the lovely half-timbered façade that catches;1;Weingarten;Germany;49.0515496;8.5318245;Sebastian Syrbe;Creative
Acquarello;The Latin flair of this friendly, elegant restaurant is the;1;Munich;Germany;48.1421393;11.6138327;Mario Gamba;Mediterranean Cuisine
Admiral;A truly charming restaurant and a classic in the region;1;Weisenheim am Berg;Germany;49.5125753;8.1545647;Holger Stehr;Contemporary
Alfredo;Roberto Carturan is following unashamedly in the footsteps of this;1;Cologne;Germany;50.9386795;6.9529976;Roberto Carturan;Italian
Anthony's Kitchen;This place is a smart mix of restaurant and cookery;1;Meerbusch;Germany;51.2571687;6.6826348;Anthony Sarpong;International
Aska;A small sushi restaurant with a personal touch – under the;1;Regensburg;Germany;49.0200473;12.0961907;Atsushi Sugimoto;Japanese
Balthazar;The small restaurant in the Hotel Yachtclub in Timmendorfer Strand;1;Timmendorfer Strand;Germany;53.9934587;10.8218877;Oliver Pfahler;Innovative
Camers Schlossrestaurant;In this magnificent castle building you can look forward to;1;Hohenkammer;Germany;48.4255402;11.5188582;Florian Vogel;Mediterranean Cuisine
Carmelo Greco;Carmelo Greco offers Italian-cum-Mediterranean cuisine based on the;1;Frankfurt on the Main;Germany;50.0946385;8.6825938;Carmelo Greco;Italian
Cookies Cream;Finding your way here through a maze of backyards to;1;Berlin;Germany;52.5163221;13.3880944;Stephan Hentschel;Vegetarian
Erno's Bistro;The very epitome of savoir vivre, this charming little bistro;1;Frankfurt on the Main;Germany;50.1190432;8.6659109;Valéry Mathis;Classic French
Falconera;Come to Anne and Johannes Wuhrer's historical mill close;1;Öhningen;Germany;47.685155;8.8982028;Johannes Wuhrer;Classic French
Gasthaus zum Raben;An inn in the best sense of the word, Zum;1;Horben;Germany;47.9339331;7.858809;Steffen Disch;Classic French
Gourmet Restaurant im Schlosshotel Münchhausen;Dine in a stylish castle setting! After an aperitif in;1;Aerzen;Germany;52.0690278;9.2523632;Achim Schwekendiek;Classic French
Gourmetrestaurant Dichter;Head through the lobby of the Park-Hotel Egerner Höfe;1;Rottach-Egern;Germany;47.6938521;11.7542108;Thomas Kellermann;French Contemporary
Haubentaucher;The lakeside location here is simply wonderful, the terrace a;1;Rottach-Egern;Germany;47.6953833;11.766113;Alois Neuschmid;International
Haus Stemberg;"The culinary formula on offer here, dubbed ""two cuisines from";1;Velbert;Germany;51.3313091;7.0914851;Sascha Stemberg;Market Cuisine
Jan´s Restaurant;In this historic house in the middle of the city;1;Detmold;Germany;51.9338413;8.878516;Jan Diekjobst;Seasonal Cuisine
Kin Dee;This friendly, minimalist-style restaurant more than lives up to;1;Berlin;Germany;52.5036784;13.361827;Dalad Kambhu;Thai
Kunz;Diners come here to the light and airy, elegant winter;1;Sankt Wendel;Germany;49.49596;7.1122542;Alexander Kunz;Classic French
La Bécasse;The premises may be rather unprepossessing, but by no means;1;Aachen;Germany;50.7702641;6.069238;Christof Lang;Classic French
La Fontaine;Those who love the classics won't be disappointed here;1;Wolfsburg;Germany;52.4179681;10.7089899;Stephan Schünemann;Classic French
Landhaus Feckl;Whether you go for a traditional option or try the;1;Ehningen;Germany;48.661195;8.9547833;Franz Feckl;Classic French
Landhaus Köpp;Pure classic cuisine, unfussy and skilfully prepared using top-quality;1;Xanten;Germany;51.7392736;6.4149635;Jürgen Köpp;Classic French
Laurentius;Jürgen Koch's culinary creations are clear evidence of his;1;Weikersheim;Germany;49.4804625;9.8977926;Jürgen Koch;Country cooking
Le Jardin de France;A meal here really is a classy affair. It starts;1;Baden-Baden;Germany;48.7596254;8.2403597;Stéphan Bernhard;Classic French
Maerz - Das Restaurant;In the gourmet restaurant of their Hotel Rose, the Maerz;1;Bietigheim-Bissingen;Germany;48.9609392;9.1290315;Benjamin Maerz;Creative French
Malathounis;Run by a friendly husband and wife team, Malthounis offers;1;Kernen im Remstal;Germany;48.793824;9.3423876;Joannis Malathounis;Mediterranean Cuisine
Nagaya;What would you expect at Yoshizumi Nagaya’s restaurant other;1;Düsseldorf;Germany;51.2253636;6.7863334;Yoshizumi Nagaya;Japanese
Orangerie;This elegant restaurant in a side wing of the Maritim;1;Timmendorfer Strand;Germany;54.0008609;10.7796793;Lutz Niemann;Classic French
Petit Amour;This small restaurant in the nice house on the corner;1;Hamburg;Germany;53.5513517;9.930977;Boris Kasprik;Creative French
Rebers Pflug;The Rebers’ seasonal food, made using excellent produce, is distinctive;1;Schwäbisch Hall;Germany;49.1231266;9.7569147;Hans-Harald Reber;Market Cuisine
Restaurant 1797;If you like creative cuisine and value regional produce, you;1;Panker;Germany;54.3302678;10.5726092;Volker Fuhrwerk;Creative French
San Martino - Gourmet;If you take a seat at one of the few;1;Constance;Germany;47.6586622;9.1728019;Jochen Fecht;Creative French
Schloss Filseck;This lovely castle dating back to the 13C serves as;1;Uhingen;Germany;48.7000691;9.6048158;Daniele Corona;Mediterranean Cuisine
Schwabenstube;Housed in a smart, old timber-framed house, Schwabenstube boasts;1;Asperg;Germany;48.9046036;9.1352183;Max Speyer;Classic French
Schwarz Gourmet;This elegant little restaurant with its intimate atmosphere lies behind;1;Kirchheim an der Weinstraße;Germany;49.5379402;8.1805654;Manfred Schwarz;French
Schwarzer Adler;The Keller family's restaurant boasts more than a charming;1;Vogtsburg im Kaiserstuhl;Germany;48.0951733;7.655949;Christian Baur;Classic French
Schwingshackl ESSKULTUR Gourmet;Erich and Katharina Schwingshackl put their heart and soul into;1;Bad Tölz;Germany;47.7642696;11.5489325;Erich Schwingshackl;Classic French
Seven Swans;If you’re looking for something out of the ordinary;1;Frankfurt on the Main;Germany;50.1096762;8.6871455;Ricky Saward;Vegan
Stein's Traube;Philipp Stein represents the sixth generation at the helm of;1;Mainz;Germany;49.9838324;8.1746485;Philipp Stein;Market Cuisine
TIAN;Even though this restaurant focuses exclusively on vegetarian and vegan;1;Munich;Germany;48.1345296;11.5757538;Viktor Gerhardinger;Vegetarian
Werners Restaurant;A successful marriage of classic and modern. Here in the;1;Gernsbach;Germany;48.7495769;8.342642;Bernd Werner;Classic French
Wielandshöhe;Vincent Klink and Wielandshöhe have become a veritable dining institution;1;Stuttgart;Germany;48.7570062;9.1709218;Vincent Klink;Classic French
Wirtshaus Meyers Keller;Joachim (Jockl) Kaiser and his wife are the third generation;1;Nördlingen;Germany;48.8413149;10.493869;Joachim Kaiser;Market Cuisine
Yoshi by Nagaya;Yoshi Nagaya's second eponymous restaurant is not far from;1;Düsseldorf;Germany;51.2243606;6.7857913;Yoshizumi Nagaya;Japanese
YUNiCO;The food served here on the top floor of the;1;Bonn;Germany;50.718668;7.1525078;Christian Sturm-Willms;Japanese
Zur Krone;It's no wonder this cosy and contemporary little restaurant;1;Neupotz;Germany;49.1175119;8.3194838;Faycal Bettioui;Market Cuisine
faelt;This small restaurant in a listed building dating from 1903;1;Berlin;Germany;52.4892069;13.3548455;BjÃ¶rn Swanson;Regional Cuisine
Apicius;One of the region’s culinary highlights, Apicius boasts a;1;Bad Zwischenahn;Germany;53.1887445;8.0331566;Tim Extra;Modern French
BODENDORF'S;This stylish yet cosy restaurant is every bit as modern;1;Tinnum;Germany;54.9010855;8.3328345;Holger Bodendorf;Modern French
Balthasar;Elmar Simon’s restaurant has forged a reputation for fine;1;Paderborn;Germany;51.7152518;8.7638033;Elmar Simon;Modern French
Bandol sur mer;This friendly, low-key little restaurant is proof that down;1;Berlin;Germany;52.5290521;13.3952611;Andreas Saul;Modern French
Coeur D'Artichaut;"An appealing ""casual fine dining"" concept that has diners sitting";1;Münster;Germany;51.9638925;7.6294251;Frédéric Morel;Modern French
Das Maximilians;The flagship of the Fetz family’s restaurants, Das Maximilians;1;Oberstdorf;Germany;47.4052304;10.2706936;Henrik Weiser;Modern French
Eisenbahn;The Wolfs, a father-and-son team, work side by;1;Schwäbisch Hall;Germany;49.0988122;9.7702979;Josef Wolf;Modern French
FAVORITE restaurant;At the beginning of March, chef Tobias Schmitt took over;1;Mainz;Germany;49.9899559;8.289494;Tobias Schmitt;Modern French
Gourmetrestaurant Berlins Krone;Guests here enjoy Franz Berlin’s fine, classically modern cuisine;1;Bad Teinach-Zavelstein;Germany;48.6939992;8.689228;Franz Berlin;Modern French
Gourmetrestaurant Nico Burkhardt;A modern, elegant restaurant with a warm and intimate atmosphere;1;Schorndorf;Germany;48.8062032;9.528005;Nico Burkhardt;Modern French
Gut Lärchenhof;If you like to enjoy a meal with a view;1;Pulheim;Germany;51.0362026;6.7865908;Torben Schuster;Modern French
Hämmerle's Restaurant - Barrique;Diners appreciate the quality of Cliff Hämmerle's classical cuisine;1;Blieskastel;Germany;49.2362942;7.2693768;Cliff Hämmerle;Modern French
Irma la Douce;This classic, contemporary restaurant near Potsdamer Platz will win you;1;Berlin;Germany;52.5014034;13.3638583;Michael Schulz;Modern French
JUWEL;The hotel's gourmet restaurant appeals to diners with its;1;Schirgiswalde-Kirschau;Germany;51.0963156;14.4297195;Robert Hauptvogel;Modern French
Mühlenhelle;What better setting in which to sample fine, gourmet cuisine;1;Gummersbach;Germany;50.9832866;7.5311837;Michael Quendler;Modern French
Oettinger's Restaurant;"""Classy without being too formal"" is the motto of";1;Fellbach;Germany;48.8339908;9.2634674;Michael Oettinger;Modern French
Oswald's Gourmetstube;The exquisite, elegant and hushed interior of the Gourmetstube is;1;Teisnach;Germany;49.01351;13.0298839;Thomas Gerber;Modern French
Reuter;Iris Bettinger has a style all of her own and;1;Rheda-Wiedenbrück;Germany;51.8540706;8.2912568;Iris Bettinger;Modern French
Richard;Yes, this really is it, but don’t be put;1;Berlin;Germany;52.5042102;13.4352288;Francesco Contiero;Modern French
Seestern;The Seestern is decorated in an elegant Nordic design with;1;Ulm;Germany;48.411957;10.0125688;Klaus Buderath;Modern French
Stadtpfeiffer;Time and again, chef Detlef Schlegel succeeds in creating exceptional;1;Leipzig;Germany;51.3381733;12.3800483;Detlef Schlegel;Modern French
Alt Wyk;The cosy, elegant parlours with their Friesian charm make for;1;Wyk;Germany;54.690147;8.5709235;René Dittrich;Classic Cuisine
Atelier Sanssouci;Even though this former manor house has been transformed into;1;Radebeul;Germany;51.1086096;13.6753756;Konrad Lange;Classic Cuisine
Cheval Blanc;If you’re looking for sophistication, the cosy and elegant;1;Illschwang;Germany;49.4479663;11.6842538;Christian Fleischmann;Classic Cuisine
Christian's Restaurant - Gasthof Grainer;The level of commitment that Christian F. Grainer invests in;1;Kirchdorf;Germany;48.1766285;12.1982993;Christian F. Grainer;Classic Cuisine
Die Brasserie;Behind the striking red façade here diners eat either at;1;Pirmasens;Germany;49.1947507;7.6197904;Vjekoslav Pavic;Classic Cuisine
Doblers;If you are looking for a couple who put their;1;Mannheim;Germany;49.4810346;8.4761985;Norbert Dobler;Classic Cuisine
Erbprinz;The Erbprinz has long been a culinary institution in the;1;Ettlingen;Germany;48.941273;8.4045683;Ralph Knebel;Classic Cuisine
Gasthaus Jakob;Although it’s not easy to find this little 250;1;Perasdorf;Germany;48.9672822;12.8257045;Michael Klaus Ammon;Classic Cuisine
Gasthof Krone;This lovely 500 year-old inn serves good classic cuisine;1;Waldenbuch;Germany;48.6382832;9.1323653;Erik Metzger;Classic Cuisine
Genießer Stube;It is pleasant to sit back in this tasteful Stube;1;Friedland;Germany;51.4189041;9.9186842;Daniel Raub;Classic Cuisine
Goldener Anker;Goldener Anker is every bit as popular as its entrepreneur;1;Dorsten;Germany;51.6629504;6.9653019;Björn Freitag;Classic Cuisine
Hirsch;A veritable institution on the River Alb. Silke and Gerd;1;Sonnenbühl;Germany;48.3504956;9.194338;Gerd Windhösel;Classic Cuisine
L'étable;The only hint that this restaurant is housed in a;1;Bad Hersfeld;Germany;50.8677435;9.70618;Konstantin Kaiser;Classic Cuisine
Landhaus Scherrer;Heinz O. Wehmann has been at the helm at Landhaus;1;Hamburg;Germany;53.5459914;9.9170486;Heinz Otto Wehmann;Classic Cuisine
Marly;Product quality is the name of the game at Marly;1;Mannheim;Germany;49.4847747;8.4543146;Gregor Ruppenthal;Classic Cuisine
PUR;In the fine dining restaurant of the Kempinski Hotel Berchtesgaden;1;Berchtesgaden;Germany;47.6340765;13.0468265;Ulrich Heimann;Classic Cuisine
Restaurant Villa Merton;André Großfeld offers a skilful combination of classic and modern;1;Frankfurt on the Main;Germany;50.1271819;8.6534663;André Grossfeld;Classic Cuisine
Sartory;This small, intimate restaurant with its minimalist interior design and;1;Augsburg;Germany;48.3651683;10.8985227;Simon Lang;Classic Cuisine
Schiller's Manufaktur;The Stein Hotel restaurant offers fine dining: dishes blending Mediterranean;1;Koblenz;Germany;50.3693993;7.5814339;Mike Schiller;Classic Cuisine
Schranners Waldhorn;This traditional inn has a lovely inviting atmosphere. Seated in;1;Tübingen;Germany;48.5606015;9.0625281;Maximilian Schranner;Classic Cuisine
Storchen;A glimpse of the exterior of this beautifully renovated 18C;1;Bad Krozingen;Germany;47.89284;7.69288;Fritz Helfesrieder;Classic Cuisine
Wullenwever;Roy Petermann continues to prepare classic cuisine that brings out;1;Lübeck;Germany;53.8696544;10.682255;Roy Petermann;Classic Cuisine
astrein;A friendly and lively atmosphere reigns in the small restaurant;1;Cologne;Germany;50.9513625;6.9520487;Eric Werner;Classic Cuisine
SIEDEPUNKT;Who would expect such a restaurant in a business hotel;1;Ulm;Germany;48.4221411;10.0058231;;Modern French
Goldberg;"Goldberg's motto is ""in the here and now"". The";2;Fellbach;Germany;48.8088952;9.2726039;Philipp Kovacs;Modern Cuisine
Ox & Klee;"Daniel Gottschlich's new concept: ""Experience Taste"" in 14 courses";2;Cologne;Germany;50.9274173;6.9657432;Daniel Gottschlich;Modern Cuisine
PURS;The hotel’s tasteful, modern Vervoordt design continues in the;2;Andernach;Germany;50.4390106;7.3973426;Christian Eckhardt;Modern Cuisine
