nombre;descripcion;estrellas;ciudad;pais;lat;lon;chef;tipo_cocina_1
Suyab Courtyard?Pickmoon Gourmet;This building houses a furniture store, a restaurant and a;1;Guangzhou;China Mainland;23.024632;113.32637;;Chao Zhou
Song Yun Ze;Zhang Songyun is a legendary Sichuanese chef and his protégés;1;Chengdu;China Mainland;30.622636;104.089499;;Sichuan
Song;Christened after the dynasty and the owner’s last name;1;Guangzhou;China Mainland;23.12226;113.321903;;Sichuan
Silver Pot;The owner’s collection of souvenirs from her trips around;1;Chengdu;China Mainland;30.5856;104.056593;;Sichuan
Zhiguan Courtyard;This restaurant, annexed to an art gallery, sports a dining;1;Beijing;China Mainland;39.91405;116.409091;;Dongbei
Le Patio & La Famille (Huangpu);The first time you come to this restaurant you may;1;Shanghai;China Mainland;31.237719;121.484375;;Hang Zhou
Lao Ji Tang (Gongrentiyuchang South Road);This exceptionally skilled kitchen team hails from a time-honoured;1;Beijing;China Mainland;39.925181;116.442599;;Shanghainese
Chaimen Hui;A premium brand of the chain, Chaimen Hui goes for;1;Chengdu;China Mainland;30.584093;104.053347;;Sichuan
Canton Table;Remodelled in 2019, the room exudes old-Shanghai flair with;1;Shanghai;China Mainland;31.236093;121.486211;;Cantonese
Cai Yi Xuan;Having worked with various teams within the hotel group for;1;Beijing;China Mainland;39.948977;116.461067;;Cantonese
BingSheng Private Kitchen;This décor re-creates the old-time charm of luxury;1;Guangzhou;China Mainland;23.137287;113.328901;;Cantonese
BingSheng Mansion;This main dining room and its 32 private rooms exude;1;Guangzhou;China Mainland;23.117404;113.322958;;Cantonese
Amazing Chinese Cuisine (Changning);This restaurant excels at high-end Chao Zhou cuisine, ranging;1;Shanghai;China Mainland;31.202995;121.3889;;Chao Zhou
Cheng Long Hang (Huangpu);A household name among hairy crab lovers, this restaurant runs;1;Shanghai;China Mainland;31.239067;121.48161;;Shanghainese
Lao Zheng Xing (Huangpu);Known locally and internationally since its inception in 1862, Lao;1;Shanghai;China Mainland;31.235098;121.475464;;Shanghainese
Chengdu Restaurant;The hanging lamps are a nod to the Golden Sun;1;Chengdu;China Mainland;30.618011;104.064047;;Cantonese
Cui Hua Lou (Chongwenmenwai Street);Now a chain with four branches, this long-standing brand;1;Beijing;China Mainland;39.897672;116.411131;;Shandong
Lai Heen;Lai Heen champions modern Cantonese cooking deeply rooted in tradition;1;Guangzhou;China Mainland;23.11883;113.321816;;Cantonese
Jing Yaa Tang;In a serene hotel amidst the busy Sanlitun area, this;1;Beijing;China Mainland;39.9404737;116.4615173;;Beijing Cuisine
Jing;What this basement dining room lacks in scenery, it more;1;Beijing;China Mainland;39.915588;116.416395;;French Contemporary
Jin Xuan;Right next to the iconic Oriental Pearl Tower is this;1;Shanghai;China Mainland;31.238417;121.498024;;Cantonese
Jean Georges;Another dining concept from chef Vongerichten, Jean Georges features smart;1;Shanghai;China Mainland;31.218637;121.490738;;French
Jade River;Diners here unwind with a cup of tea freshly brewed;1;Guangzhou;China Mainland;23.108321;113.237649;;Cantonese
In Love (Gongti East Road);This is a Hunanese restaurant, but its décor easily passes;1;Beijing;China Mainland;39.927315;116.443233;;Hunanese
Imperial Treasure Fine Teochew Cuisine;The Singapore-based chain opened its first outpost here in;1;Guangzhou;China Mainland;23.137162;113.327751;;Chao Zhou
Huaiyang Fu;This period mansion, complete with a stone garden, brick walls;1;Beijing;China Mainland;39.95238;116.402769;;Huaiyang
Hongtu Hall;Besides river views and stunning murals, Hongtu Hall is prized;1;Guangzhou;China Mainland;23.108321;113.237649;;Dim Sum
Furong;Named after the provincial flower of Hunan, it makes perfect;1;Beijing;China Mainland;39.916154;116.35324;;Hunanese
Fu He Hui;Exuding Zen-inspired serenity, the room reflects a philosophy that;1;Shanghai;China Mainland;31.22046;121.425095;;Vegetarian
Fu Chun Ju;Designed by the German architect Ole Scheeren, this dining room;1;Beijing;China Mainland;39.922423;116.403739;;Cantonese
Fu 1088;A beautiful tiled entrance, wood panelling and striking light fittings;1;Shanghai;China Mainland;31.230693;121.468529;;Shanghainese
Fu 1015;The villa’s small rooms may be furnished in an;1;Shanghai;China Mainland;31.218564;121.429009;;Shanghainese
Fang Xiang Jing;Sitting nicely in a Japanese stone garden, this three-storey;1;Chengdu;China Mainland;30.685754;104.051369;;Sichuan
Famous Cuisine (Tianhe);The founder has been in the business for over 40;1;Guangzhou;China Mainland;23.144325;113.31722;;Cantonese
Country Kitchen;While this room commands panoramic vistas, your attention may be;1;Beijing;China Mainland;39.918808;116.454181;;Beijing Cuisine
Zijin Mansion;Though its name means purple and gold, this cosy dining;1;Beijing;China Mainland;39.916259;116.414122;;Cantonese
Yu Zhi Lan;This low-key dining concept doesn’t need a sign;2;Chengdu;China Mainland;30.669182;104.055887;;Sichuan
Xin Rong Ji (Xinyuan South Road);This branch of the chain restaurant opened in 2019 and;3;Beijing;China Mainland;39.94638;116.450148;;Taizhou
Xin Rong Ji (Nanyang Road);Apart from the elegant interior, the biggest draw of this;2;Shanghai;China Mainland;31.22789;121.45071;;Taizhou
Taian Table;If creative, refined dining with a modern twist is your;2;Guangzhou;China Mainland;23.138026;113.280695;;European Contemporary
Chao Shang Chao;Setting foot in this upmarket restaurant with 17 private rooms;2;Beijing;China Mainland;39.910992;116.461892;;Chao Zhou
Canton 8 (Runan Street);This is the place to go for quality dim sum;2;Shanghai;China Mainland;31.204708;121.47799;;Cantonese
Bao Li Xuan;The Bvlgari Hotel’s Chinese restaurant is nestled in an;2;Shanghai;China Mainland;31.242798;121.482315;;Cantonese
8 ½ Otto e Mezzo Bombana;The third restaurant under the aegis of chef Umberto Bombana;2;Shanghai;China Mainland;31.244394;121.48346;;Italian
L'ATELIER de Joël Robuchon;As with other branches around the world, this one boasts;2;Shanghai;China Mainland;31.239767;121.4854;;French Contemporary
Jingji;Jingji is the portmanteau of ‘Beijing’ and ‘Yueji’, the official;2;Beijing;China Mainland;39.910623;116.4856;;Beijing Cuisine
Jiang by Chef Fei;This elegant and relaxing décor shows a harmonious confluence of;2;Guangzhou;China Mainland;23.137134;113.327867;;Cantonese
Ji Pin Court;This oasis in the bustling city centre serves traditional Cantonese;2;Shanghai;China Mainland;31.206108;121.448654;;Cantonese
Imperial Treasure Fine Chinese Cuisine (Huangpu);This restaurant from the Singaporean group is furnished in a;2;Shanghai;China Mainland;31.22318;121.464502;;Cantonese
Imperial Treasure Fine Chinese Cuisine;As in other branches of this Singapore-based chain, the;2;Guangzhou;China Mainland;23.118473;113.326514;;Cantonese
King's Joy;Just a stone’s throw from Yonghe Temple, this upmarket;3;Beijing;China Mainland;39.946681;116.410004;Gary YIN;Vegetarian
The Beijing Kitchen;With over 20 years of experience, this owner-chef from;1;Beijing;China Mainland;39.909316;116.473274;Chi Fai KU;Cantonese
Maison Lameloise;The first Asian outpost of its namesake in Burgundy is;1;Shanghai;China Mainland;31.235929;121.500972;Eric Pras;French Contemporary
Le Comptoir de Pierre Gagnaire;An appealing, remodelled Shanghai villa – part of the Capella Hotel;1;Shanghai;China Mainland;31.221621;121.459782;Romain CHAPEL;French
Il Ristorante - Niko Romito;Stunning vistas of Pudong skyline, floating crystal chandeliers and semi;1;Shanghai;China Mainland;31.229977;121.48704;Mauro ALOISIO;Italian
Il Ristorante - Niko Romito;This dining concept by the eponymous Milanese chef epitomises all;1;Beijing;China Mainland;39.947719;116.452232;Niko ROMITO;Italian
Family Li Imperial Cuisine (Xicheng);Since 1985, this restaurant has been serving food truly fit;1;Beijing;China Mainland;39.939837;116.376926;Aiyin LI;Beijing Cuisine
Da Dong (Xuhui);Most customers come for the signature roast duck, boasting wonderfully;1;Shanghai;China Mainland;31.230507;121.437471;Zhen Xiang DONG;Chinese Contemporary
Da Dong (Jingan);Like its sister, this Da Dong has a bright and;1;Shanghai;China Mainland;31.225245;121.44289;Zhen Xiang DONG;Chinese Contemporary
Da Dong (Dongsi 10th Alley);In business since 2006, this two-storey branch of the;1;Beijing;China Mainland;39.93026;116.424984;Zhen Xiang DONG;Chinese Contemporary
Shanghai Cuisine;This cosy and understated dining room is adorned in neutral;2;Beijing;China Mainland;39.930881;116.453254;Frank, Hai Feng ZHU;Shanghainese
Da Vittorio;The Da Vittorio family have been serving seafood in Brusaporto;2;Shanghai;China Mainland;31.229464;121.492954;Stefano BACCHELLI;Italian
Ultraviolet by Paul Pairet;This multi-sensory experience at a secret location that combines;3;Shanghai;China Mainland;31.240358;121.48509;Paul PAIRET;Innovative
Taian Table;A fixture on the city’s dining scene since 2016;3;Shanghai;China Mainland;31.221807;121.474049;Stefan STILLER;Innovative
