nombre;descripcion;estrellas;ciudad;pais;lat;lon;chef;tipo_cocina_1
RICO'S;The sophisticated design and various art pieces on display at;2;Küsnacht;Switzerland;47.3155646;8.5800672;Rico Zandonella;Modern Cuisine
Sens;You’ll find the this modern, water-front restaurant with;2;Vitznau;Switzerland;47.008021;8.4826863;Jeroen Achtien;Modern Cuisine
7132 Silver;Fans of 7132 Silver enthuse not only about the stylishly;2;Vals;Switzerland;46.6226102;9.181299;Mitja Birlo;Creative
Anne-Sophie Pic;The famous French chef who gives her name to this;2;Lausanne;Switzerland;46.5080909;6.6297747;Paolo Boscaro;Creative
Ecco;Situated in the Giardino hotel, this restaurant has two dining;2;Ascona;Switzerland;46.1504192;8.7905612;Rolf Fliegauf;Creative
Ecco St. Moritz;If you fancy treating yourself to some creative Ecco cuisine;2;Saint Moritz;Switzerland;46.4776485;9.8109132;Rolf Fliegauf;Creative
Einstein Gourmet;This restaurant with a view of the town offers an;2;Sankt Gallen;Switzerland;47.42153;9.3754612;Sebastian Zier;Creative
IGNIV by Andreas Caminada;"The name Igniv, the Romansh word for ""nest"", reflects the";2;Saint Moritz;Switzerland;46.4977033;9.8412809;;Creative
IGNIV by Andreas Caminada;Run under the guidance of celebrated Michelin 3-star chef;2;Bad Ragaz;Switzerland;47.0003991;9.5022986;Silvio Germann;Creative
Memories;A chic restaurant with eye-catching features which include a;2;Bad Ragaz;Switzerland;47.0002941;9.5037741;Sven Wassmer;Creative
Schloss Schauenstein;The few steps up to the door of this stylish;3;Fürstenau;Switzerland;46.7212336;9.4461607;Andreas Caminada;Creative
Stucki - Tanja Grandits;The pleasantly simple, calm design of this smart, traditional restaurant;2;Basel;Switzerland;47.5336861;7.5869107;Tanja Grandits;Creative
The Restaurant;For years now, this stylish restaurant above the rooftops of;2;Zurich;Switzerland;47.3726725;8.5731534;Heiko Nieder;Creative
focus ATELIER;The cuisine here is exceptional, displaying a real complexity of;2;Vitznau;Switzerland;47.0149066;8.4783587;Patrick Mahler;Creative
Cheval Blanc by Peter Knogl;Cheval Blanc boasts high, stuccoed ceilings and striking chandeliers, a;3;Basel;Switzerland;47.5604261;7.5875706;Peter Knogl;Classic French
Restaurant de l'Hôtel de Ville;Chef Franck Giovannini has returned to take up the reins;3;Crissier;Switzerland;46.553994;6.5766897;Franck Giovannini;Classic French
Adelboden;If you are looking for great classic cuisine, try Ruth;2;Steinen;Switzerland;47.0611802;8.6212395;Franz Wiget;Classic French
Cà d'Oro;This is undoubtedly a luxury restaurant, but one with soul;2;Saint Moritz;Switzerland;46.4825552;9.833657;Matthias Schmidberger;Mediterranean Cuisine
Da Vittorio;In the winter season, the Cerea brothers, Enrico and Roberto;2;Saint Moritz;Switzerland;46.4998838;9.8468053;Paolo Rota;Italian
Domaine de Châteauvieux;Off the beaten track, standing above the Geneva countryside and;2;Satigny;Switzerland;46.201566;6.0388597;Philippe Chevrier;Modern French
Gasthaus Zur Fernsicht - Incantare;A stunningly located feast for the senses that is so;2;Heiden;Switzerland;47.4460884;9.5319821;Tobias Funke;Classic Cuisine
Pavillon;Star architect Pierre-Yves Rochon designed this elegant Restaurant and;2;Zurich;Switzerland;47.3670912;8.5395326;Laurent Eperon;Classic French
Taverne zum Schäfli;The original charm of this delightful 300 year-old half;2;Wigoltingen;Switzerland;47.5957416;9.0325819;Christian Kuchler;Classic French
Widder Restaurant;The entire team from what used to be Ecco work;2;Zurich;Switzerland;47.3724496;8.5399225;;Modern French
